«·œÊ«¡,«· —ﬂÌ»
EveningPrimRose,alphaTocopherol 1000i.u.+eveningPrimRoseOil 1000mg / soft-cap
Flagentyl 500,secnidazole 500mg / tab
Flagyl 0.5%,metronidazole 0.5%
Flagyl 125,metronidazole 125ml / 5ml
Flagyl 250,metronidazole 250mg / c-tab
Flagyl 500,metronidazole 500mg / c-tab
Flagyl 500,metronidazole 500mg / ovule
Flowgav,alginateSodium 250mg+biCarbonateSodium 133.5mg / 5ml
Flowgav,alginateSodium 250mg+biCarbonateSodium 133.5mg / 5ml
Floxagat 10%,gatifloxacin 10mg / vial
Floxagat 200,gatifloxacin 200mg / c-tab
Floxagat 400,gatifloxacin 400mg / c-tab
Fludrop 0.1%,fluorometholone 1mg / ml
Fludrop 0.1%,fluorometholone 0.1%
FludropFort 2.5%,fluorometholone 2.5mg / ml
Fluoromycin,fluorometholone 1mg+gentamicin 3mg / gr
Flurazine 5,flunarizine 5mg / cap
Folizef,ferrousSulfate 150mg+folicAcid 0.5mg+zincSulfate 61.8mg / cap
Fungicure 250,terbinafine 250mg / cap
Funginazol 2%,fluconazole 2%
Furoxim 125,cefuroxime 125mg / c-tab
Furoxim 125,cefuroxime 125mg / c-tab
Furoxim 125,cefuroxime 125mg / 5ml
Furoxim 250,cefuroxime 250mg / c-tab
Furoxim 250,cefuroxime 250mg / c-tab
Furoxim 250,cefuroxime 250mg / 5ml
Furoxim 500,cefuroxime 500mg / c-tab
Furoxim 500,cefuroxime 500mg / c-tab
Gaban 100,gabapentin 100mg / cap
Gaban 300,gabapentin 300mg / cap
Gaban 400,gabapentin 400mg / cap
Gaban 600,gabapentin 600mg / c-tab
Gaspirin,aspirin 325mg+aluminiumHydroxide 150mg+magnesiumHydroxide 150mg / tab
Gentamycin 20,gentamicin 20mg / amp
Gentamycin 20,gentamicin 20mg / amp
Gentamycin 40,gentamicin 40mg / amp
Gentamycin 80,gentamicin 80mg / amp
Gentamycin 80,gentamicin 80mg / amp
Gentamytrex 0.5%,gentamicin 0.5%
Glitom 100,miglitol 100mg / c-tab
Glitom 25,miglitol 25mg / c-tab
Glitom 50,miglitol 50mg / c-tab
Glycuformine 1.25/250,glyburide 1.25mg+metformin 250mg / c-tab
Glycuformine 2.5/500,glyburide 2.5mg+metformin 500mg / c-tab
Heamatic 250,ticlodipine 250mg / c-tab
IbuProfen 400,ibuprofen 400mg / soft-cap
Idarac 200,floctafenine 200mg / tab
Ilvicon,caffeine 10mg+chlorpheniramine 4mg+paraCetamol 300mg+vitaminC 30mg / cap
Ilvicon,caffeine 10mg+chlorpheniramine 4mg+paraCetamol 300mg+vitaminC 30mg / cap
Lactabet 125,cefdinir 125mg / 5ml
Lactabet 125,cefdinir 125mg / 5ml
Lactabet 300,cefdinir 300mg / cap
Largactil 100,chlorpromazine 100mg / c-tab
Largactil 25,chlorpromazine 25mg / 5ml
Largactil 25,chlorpromazine 25mg / tab
Lazoline,antazoline 5mg+naphazoline 0.25mg / ml
Lincomycin 300,lincomycin 300mg / amp
Lincomycin 300,lincomycin 300mg / amp
Lincomycin 500,lincomycin 500mg / cap
Lincomycin 600,lincomycin 600mg / amp
Lincomycin 600,lincomycin 600mg / amp
Lipolysin 10,atorvastatin 10mg / c-tab
Lipolysin 20,atorvastatin 20mg / c-tab
Lipolysin 40,atorvastatin 40mg / c-tab
Lipolysin 80,atorvastatin 80mg / c-tab
Lisorp 125,cefprozil 125mg / 5ml
Lisorp 250,cefprozil 250mg / c-tab
Lisorp 250,cefprozil 250mg / 5ml
Lisorp 500,cefprozil 500mg / c-tab
Loracin 125,clarithromycin 125mg / 5ml
Loracin 250,clarithromycin 250mg / c-tab
Loracin 500,clarithromycin 500mg / c-tab
Losartic,H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+losartan 50mg / tab
Lovire 250,ganciclovir 250mg / cap
Lovire 500,ganciclovir 500mg / cap
Maaloxil,aluminiumHydroxide 200mg+magnesiumHydroxide 196mg / chew-tab
MaaloxilFort,aluminiumHydroxide 400mg+magnesiumHydroxide 396mg / chew-tab
Metocal 10,metoclopramide 10mg / amp
Metocal 10,metoclopramide 10mg / amp
Metocal 10,metoclopramide 10mg / c-tab
Metocal 10,metoclopramide 10mg / supp
Metocal 20,metoclopramide 20mg / supp
Metocal 5,metoclopramide 5mg / 5ml
Minotrin 100,minocycline 100mg / cap
Minotrin 50,minocycline 50mg / cap
Minotrin 50,minocycline 50mg / 5ml
Mitazapine 15,mirtazapine 15mg / c-tab
Mitazapine 30,mirtazapine 30mg / c-tab
Mitazapine 45,mirtazapine 45mg / c-tab
Motin 10,domperidone 10mg / c-tab
Motin 10,domperidone 10mg / supp
Motin 10,domperidone 10mg / supp
Motin 30,domperidone 30mg / supp
Motin 30,domperidone 30mg / supp
Motin 5,domperidone 5mg / 5ml
Motin 60,domperidone 60mg / supp
Moxaquin 400,moxifloxacin 400mg / c-tab
Moxaquin 400,moxifloxacin 400mg / c-tab
Myconazol 200,miconazole 200mg / ovule
Myconazol 200,miconazole 200mg / ovule
Natidin 120,nateglinide 120mg / c-tab
Natidin 60,nateglinide 60mg / c-tab
Neocortanyl,hydroCortisone 1.5%+neomycin 0.5%
Neomeril 2,perindopril 2mg / tab
Neomeril 4,perindopril 4mg / tab
Neomeril 8,perindopril 8mg / tab
NeomerilPlus 2,indapamide 1.25mg+perindopril 2mg / tab
NeomerilPlus 4,indapamide 1.25mg+perindopril 4mg / tab
NeomerilPlus 8,indapamide 2.5mg+perindopril 8mg / tab
Newprazol 20,rabeprazole 20mg / c-tab
Newspirin 500,aspirin 500mg / tab
Newspirin 81,aspirin 81mg / tab
Nifesoft 10,nifedipine 10mg / soft-cap
Nifesoft 20,nifedipine 20mg / soft-cap
Nophoril 150,moclobemide 150mg / c-tab
Nophoril 300,moclobemide 300mg / c-tab
Obarcaine 1%,lidocaine 1%
Obarcaine 1%,lidocaine 1%
Obarcaine 1%,lidocaine 1%
Obarcaine 1%,lidocaine 1%
Obarcaine 2%,lidocaine 2%
Obarcif 100,cefixime 100mg / 5ml
Obarcif 200,cefixime 200mg / c-tab
Obarcif 200,cefixime 200mg / c-tab
Obarcif 400,cefixime 400mg / c-tab
Obarcif 400,cefixime 400mg / c-tab
Obarcort 40,triamCinolone 40mg / amp
Obargin 0.125,methylergomethrine 0.125mg / c-tab
Obargin 0.2,methylergomethrine 0.2mg / amp
Obargin 0.2,methylergomethrine 0.2mg / amp
Obarphyllin 100,theophylline 100mg / cap
Obarphyllin 150,theophylline 150mg / cap
Obarphyllin 200,theophylline 200mg / cap
ObarphyllinSR 300,theophylline 300mg / SR-cap
Obarsix 20,furosemide 20mg / amp
Obarsix 20,furosemide 20mg / amp
Obarsix 40,furosemide 40mg / tab
Obarval 10,diazepam 10mg / amp
Obarval 10,diazepam 10mg / tab
Obarval 2,diazepam 2mg / tab
Obarval 5,diazepam 5mg / tab
Obarvit,vitaminB1 100mg+vitaminB6 100mg+vitaminB12 1mg / amp
Obarvit,vitaminB1 100mg+vitaminB6 100mg+vitaminB12 1mg / amp
Obarvit,vitaminB1 100mg+vitaminB6 100mg+vitaminB12 1mg / amp
ObarvitFort,vitaminB1 200mg+vitaminB6 50mg+vitaminB12 1mg / amp
ObarvitFort,vitaminB1 200mg+vitaminB6 50mg+vitaminB12 1mg / amp
ObarvitFort,vitaminB1 200mg+vitaminB6 50mg+vitaminB12 1mg / c-tab
Olendipine 10,felodipine 10mg / c-tab
Olendipine 2.5,felodipine 2.5mg / c-tab
Olendipine 2.5,felodipine 2.5mg / c-tab
Olendipine 5,felodipine 5mg / c-tab
OmeprazoleSA 20,omeprazole 20mg / cap
OmeprazoleSA 40,omeprazole 40mg / cap
"Omnicillin 1,000",ampicillin 1000mg / vial
"Omnicillin 1,000",ampicillin 1000mg / vial
"Omnicillin 1,000",ampicillin 1000mg / vial
Omnicillin 500,ampicillin 500mg / vial
Omnicillin 500,ampicillin 500mg / vial
Omnicillin 500,ampicillin 500mg / vial
Ophtabiotic,tobramycin 0.3%
Ophtadex 0.1%,dexamethasone 0.1%
Ophtadex 8,dexamethasone 8mg / amp
Ophtadex 8,dexamethasone 8mg / amp
Ophtaflox 0.3%,ofloxacin 3mg / ml
Ophtalol 1%,carteolol 1%
Ophtalol 2%,carteolol 2%
Ophtalol 2%,carteolol 2%
Ophtapred,prednisolone 0.12%
Ophtapred,prednisolone 0.2%+sulfacetamide 10%
OphtapredFort,prednisolone 1%
Ophthalfen 2.5,ketotifen 0.25mg / ml
Optavir 3%,acyclovir 3%
Optavir 5%,acyclovir 5%
Oraclor 125,cefaclor 125mg / 5ml
Oraclor 250,cefaclor 250mg / cap
Oraclor 250,cefaclor 250mg / 5ml
Oraclor 500,cefaclor 500mg / cap
Oralgic,benzoxonium 1mg+lidocaine 1mg / loz
Otigan,antipyrine 54mg+benzocaine 14mg / ml
Oxamibe 500,diloxanide 500mg / tab
Peflacine 400,pefloxacine 400mg / amp
Peflacine 400,pefloxacine 400mg / tab
Peflacine 400,pefloxacine 400mg / tab
Pilomann 2%,pilocarpine 2%
"Pipralyna 1,000",piperacillin 1000mg / vial
"Pipralyna 1,000",piperacillin 1000mg / vial
"Pipralyna 1,000",piperacillin 1000mg+W.F.I. / vial
"Pipralyna 2,000",piperacillin 2000mg / vial
"Pipralyna 2,000",piperacillin 2000mg / vial
"Pipralyna 2,000",piperacillin 2000mg+W.F.I. / vial
PipramFort 400,pipemidicAcid 400mg / c-tab
PowerBox 10,vardenafil 10mg / c-tab
PowerBox 2.5,vardenafil 2.5mg / c-tab
PowerBox 20,vardenafil 20mg / c-tab
PowerBox 5,vardenafil 5mg / c-tab
PramoHydro 1/1,hydroCortisone 1%+pramoxine 1%
PramoHydro 2.5/1,hydroCortisone 2.5%+pramoxine 1%
Profenid 100,ketoprofen 100mg / amp
Profenid 100,ketoprofen 100mg / supp
Profenid 50,ketoprofen 50mg / cap
ProfenidL.P 200,ketoprofen 200mg / c-tab
Promethazin 25,promethazine 25mg / c-tab
Promethazin 5,promethazine 5mg / 5ml
Promethazin 50,promethazine 50mg / amp
Protocaps,betacarotene 15mg+vitaminE 75mg+vitaminC 150mg / cap
Ranitidine 150,ranitidine 150mg / c-tab
Ranitidine 300,ranitidine 300mg / c-tab
Ranitidine 50,ranitidine 50mg / amp
Ranitidine 50,ranitidine 150mg / amp
Ranitidine 75,ranitidine 75mg / c-tab
Ranitidine 75,ranitidine 75mg / 5ml
Rectoplex adult,guaifenesin 133mg+oxomemazin 6.6mg+paraCetamol 133mg+sodiumBenzoate 133mg / supp
Rectoplex ped,guaifenesin 66mg+oxomemazine 3.3mg+paraCetamol 66mg+sodiumBenzoate 66mg / supp
Renastone,anethol 4mg+borneol 10mg+camphene 15mg+cineol 3mg+fenchone 4mg+pinene 31mg / cap
Repaglide 0.5,repaglinide 0.5mg / tab
Repaglide 1,repaglinide 1mg / tab
Repaglide 2,repaglinide 2mg / tab
Rhinovap 2%,cromoGlycateSodium 2%
Rixatyl 10,cyclobenzaprine 10mg / c-tab
Rolac 0.5%,ketorolac 0.5%
Rolac 10,ketorolac 10mg / c-tab
Rolac 30,ketorolac 30mg / amp
Rovazole,metronidazole 125mg+spiramycin 750000i.u. / c-tab
Scopolamine 20,N-hyoscine 20mg / amp
Septavidone 250,polyvinylpyrolidone iodine ( povidone ) 250mg / ovule
Softcod,codLiverOil ( vitaminA 1000i.u.+vitaminD 100i.u.) / soft-cap
Softicon 125,simethicone 125mg / soft-cap
SpacinolPlus,fluoroGlucinol 80mg+triMethylFluoroGlucinol 80mg / c-tab
SpacinolPlus,fluoroGlucinol 116.7mg+triMethylFluoroGlucinol 150mg / supp
Spasmaver 40,alverine 40mg / amp
Spasmaver 40,alverine 40mg / amp
Spasmaver 40,alverine 40mg / tab
Spasmaver 80,alverine 80mg / supp
Speedy,calciumCarbonate 680mgmagnesiumCarbonate 80mg / chew-tab
Speedy,calciumCarbonate 680mgmagnesiumCarbonate 80mg / chew-tab
Speedy,calciumCarbonate 680mgmagnesiumCarbonate 80mg / chew-tab
Sterogyl 15,vitaminD2 15mg / amp
Sterostatin,gramicidin 0.25mg+neomycin 2.5mg+nystatin 100000i.u.+triamCinolone 1mg / gr
Sterostatin,gramicidin 0.25mg+neomycin 2.5mg+nystatin 100000i.u.+triamCinolone 1mg / gr
Stressvit,biotin+calcium+magnesium+niacin 50mg+panthonicAcid 23mg+vitaminB1 15mg+vitaminB2 15mg+vitaminB6 10mg / c-tab
Sulbacilline 1.5,ampicillin 1000mg+sulbactam 500mg / vial
Sulbacilline 1.5,ampicillin 1000mg+sulbactam 500mg+W.F.I. / vial
Surgam 100,tiaprofenicAcid 100mg / tab
Surgam 300,tiaprofenicAcid 300mg / supp
Surgam 300,tiaprofenicAcid 300mg / tab
Surgam SA 300,tiaprofenicAcid 300mg / tab
Tamsol 0.4,tamsulosin 0.4mg / cap
Tanox 1.5,bromazepam 1.5mg / tab
Tanox 3,bromazepam 3mg / tab
Tepmycin 100,linezolid 100mg / 5ml
Tepmycin 200,linezolid 200mg / vial
Tepmycin 400,linezolid 400mg / c-tab
Tepmycin 400,linezolid 400mg / c-tab
Tepmycin 600,linezolid 600mg / c-tab
Tepmycin 600,linezolid 600mg / c-tab
Terasoft 1,terazosin 1mg / soft-cap
Terasoft 2,terazosin 2mg / soft-cap
Terasoft 5,terazosin 5mg / cap
Testoven 300,„”ÕÊﬁ »–Ê— «·Õ·»… 300„·€ / ﬂ»”Ê·…
Timolol 0.25%,timolol 0.25%
Timolol 0.5%,timolol 0.5%
Tinazole 1%,tioconazole 1%
Toom 25,garlicOil 25mg / soft-cap
Toom 25,garlicOil 25mg / soft-cap
Toplex,guaifenesin 33mg+oxomemazine 1.6mg+paraCetamol 33mg+sodiumBenzoate 33mg / cap
Toplexil,guaifenesin 33.3mg+oxomemazine 1.65mg / 5ml
Tramalgin 100,tramadol 100mg / amp
Tramalgin 100,tramadol 100mg / supp
Tramalgin 50,tramadol 50mg / c-tab
TriNN,neomycin 2.5mg+nystatin 100.000i.u.+triamCinolone 1mg / gr
"UltraE 1,000",vitaminE 1000i.u. / soft-cap
"UltraE 1,000",vitaminE 1000i.u. / soft-cap
"UltraE 1,000",vitaminE 1000i.u. / soft-cap
UltraE 400,vitaminE 400i.u. / soft-cap
UltraE 400,vitaminE 400i.u. / soft-cap
UltraE 400,vitaminE 400i.u. / soft-cap
Urbanyl 10,clobazam 10mg / tab
Valisone 1.2%,betamethasoneValerate 1.2%
Valisone 1.2%,betamethasoneValerate 1.2%
ValisoneC,betamethasoneValerate 1.2%+clinquinol 3%
ValisoneN,betamethasoneValerate 1.2%+neomycin 0.5%
ValisoneN,betamethasoneValerate 1.2%+neomycin 0.5%
Vegamin 100,sildenafil 100mg / c-tab
Vegamin 25,sildenafil 25mg / c-tab
Vegamin 50,sildenafil 50mg / c-tab
Vipen 125,penicillinV 125mg / 5ml
Vipen 250,penicillinV 250mg / 5ml
Vipen 250,penicillinV 250mg / tab
Vipen 500,penicillinV 500mg / tab
"VipenDepot 1,200",benzathinePenicillinV 1200000i.u. / vial
"VipenDepot 1,200",benzathinePenicillinV 1200000i.u. / vial
"VipenDepot 1,200",benzathinePenicillinV 1200000i.u. / vial
VipenDepot 600,benzathinePenicillinV 600000i.u. / vial
VipenDepot 600,benzathinePenicillinV 600000i.u. / vial
VipenDepot 600,benzathinePenicillinV 600000i.u.+W.F.I. / vial
"VipenG 1,000,000","penicillinG 1,000,000i.u. / vial"
"VipenG 1,000,000",penicillinG 1000000i.u. / vial
"VipenG 1,000,000","penicillinG 1,000,000i.u.+W.F.I. / vial"
Vitadyn,vitaminA 5000i.u.+vitaminB1 20mg+vitaminB2 5mg+vitaminB6 10mg+vitaminC 150mg+vitaminD2 500i.u.+.. / efferv-tab
"VitamC 1,000",vitaminC 1000mg / efferv-tab
VitamC 500,vitaminC 500mg / amp
VitamC/aspirin,vitaminC 300mg+aspirin 500mg / efferv-tab
VitamC/Calcium,calcium 500mg+vitaminC 1000mg / efferv-tab
Vividrin 2%,dicromoGlycateSodium 20mg / ml
W.F.I.,W.F.I.
W.F.I.,W.F.I.
Zitralip 10,ezetimibe 10mg / tab
Zodixam 7.5,meloxicam 7.5mg / tab
ZodixamFort 15,meloxicam 15mg / tab
Zolpim 10,zolpidem 10mg / c-tab
Zolpim 5,zolpidem 5mg / c-tab
Zomilol,dorzolamide 20mg+timolol 5mg / ml
Zophrenal 1,risperidone 1mg / c-tab
Zophrenal 4,risperidone 4mg / c-tab
Acyclovir 200,acyclovir 200mg / cap
Amentrol,dhoodi (euphorbiaHirta)+kutaj chhal (holarrhenaAntidysenterica) 400mg / cap
Azmaherb,platycodonExtract 75mg+schizandraExtract 45mg+sorbusExtract 30mg / cap
Azmaherb,platycodonExtract 75mg+schizandraExtract 45mg+sorbusExtract 30mg / 5ml
BerryBloodFresh,
Betaglucan 50,lanthinan : Beta (1.3) (1.6) D-Gluca 50mg / c-tab
Clopidogrel 75,clopidogrel 75mg / c-tab
Colchicine 0.5,colchicine 0.5mg / tab
ComeMerry,
DiclofenacK 50,diclofenacPotassium 50mg / c-tab
EpimediFort 300,epimediumExtract 300mg / cap
EpimediFort 300,epimediumExtract 300mg / cap
FenoFibrate 100,fenofibrate 100mg / cap
FenoFibrate 300,fenofibrate 300mg / cap
FolicAcid 1,folicAcid 1mg / tab
Furosemide 40,furosemide 40mg / tab
Gabapentin 100,gabapentin 100mg / cap
Gabapentin 300,gabapentin 300mg / cap
Ginseng,ginsengExtract
Ginseng 25,ginsengExtract 25mg / 5ml
GinsengFort 500,ginsengExtract 500mg / cap
GinsengToothPaste,
GoldenBloodFresh,astragalus 2%+glycyrrhiza 15%+sanguisorba 29%+sophora 32%+sorbusExtract 4%
HaemoB12,copper+folicAcid+ferrous+vitaminB6+vitaminB12+zinc
Hametan,hamamelisVirginiana extract 5.35%
Hametan,hamamelisVirginiana extract 5.35%
HydroSimethicone,aluminiumHydroxide 220mg+magnesiumHydroxide 195mg+simethicone 25mg / 5ml
ImmunyTop,
IronPlus,ferrousFumarate 324mg+folicAcid 1mg / c-t
Jangmyong 50,lanthinan : Beta (1.3) (1.6) D-Gluca 50mg / c-tab
Korizyma,atractylodisRhizoma 300mg+glycyrrhizaeGlabra 200mg / cap
Korogutt,
Korogutt 80,hawthorn leaves & flowers 80mg / c-tab
Kumdang 2,poly-succarides drived from korean ginsenr 250mg / cap
Laminearia 125,lamineariaExtract 125mg / tab
Lansopazole 15,lansoprazole 15mg / cap
Lansopazole 30,lansoprazole 30mg / cap
Laxorin,ginger+liquorice+senna ) 400mg / cap
Loradine 10,loratadine 10mg / tab
Mebeverine 135,mebeverine 135mg / tab
Metformin 1000,metformin 1000mg / tab
Metformin 500,metformin 500mg / tab
Metformin 850,metformin 850mg / tab
Metronidazole 200,metronidazole 200mg / 5ml
Metronidazole 250,metronidazole 250mg / c-tab
Metronidazole 500,metronidazole 500mg / c-tab
Moringa,
Morolac,alliumSativa 5mg+asparagus 15mg+puraeria 25mg+trigonella 10mg+withania 10mg / cap
Nephritis 1113,corniFructose 150mg+dioscoreaeRhizomaExtract 150mg / cap
Neurokan 300,dry Extract of hypricam perforatum 300mg / c-tab
Omega3Forte,
PinePollen 20,dry Extract of pine pollen 20mg / ml
PinePollen 250,dry Extract of pine pollen 250mg / cap
PinePollen 50,dry Extract of pine pollen 50mg / 5ml
Pinol,eucalyptusOil 20%+menthol 2.72%+pineNeedle 17.78%
Pinol,eucalyptusOil 20%+menthol 2.72%+pineNeedle 17.78%
Pinol,eucalyptusOil 20%+menthol 2.72%+pineNeedle 17.78%
Plantised,
Prospan 20,dry Extract of ivy leaf 20mg / ml
Prospan 35,dry Extract of ivy leaf 35mg / 5ml
Prospan 35,dry Extract of ivy leaf 35mg / 5ml
Prospan 80,dry Extract of ivy leaf 80mg / supp
Prostakan,prosta-care plants / 1ml
Rheumax,carcum+vitexNegundo+tinospora cordifolia+boswelliaSerrata / cap
Rheumaxin,
RoyalBloodFresh,chonggokkinase 40mg+elastase 20mg / cap
SoyAct,
SuperSpirin,"aspirin 250mg+caffeine 65mg+paracetamol 250,g / c-t"
TebolanForte 40,dry Extract of ginko biloba leavs 40mg / c-tab
TebolanIntens 120,dry Extract of ginko biloba leavs 1200mg / c-tab
TebolanSpecial 80,dry Extract of ginko biloba leavs 80mg / c-tab
Tiaprofenic 100,tiaprofenicAcid 100mg / c-t
Umckalobin 80,dry Extract of pelargonium sidoides roots 80mg / ml
Unex,punamava ( boerahavia diffusa )+gokhru ( tribulus terrestris ) 400mg / cap
UniColon,
ValsartanPlus 160/25,H.C.T.Z.( HydroChloroThiaZide ) 25mg+valsartan 160mg / coated-tab
ValsartanPlus 80/12.5,H.C.T.Z.( HydroChloroThiaZide ) 12.5mg+valsartan 80mg / coated-tab
Vasoplant,dry Extract of horse chestnut seeds 263.2mg / cap
Vomil 400,zingeberOfficinal+piperLongum) Extract 400mg / cap
Almacol 40,otilonium 40mg / c-tab
Almadoxine,doxylamine 10mg+vitaminB6 10mg / tab
Almadyl,dequalinium 0.25mg+dibucaine 0.03mg / loz
"Almafate 1,000",sucralfate 1000mg / c-tab
Almafen 100,guaifenesin 100mg / 5ml
AlmafenD.M,dextroMethorphan 30mg+guaifenesin 600mg / tab
AlmafenG,diprophylline 200mg+guaifenesin 200mg / tab
AlmafenPE,guaifenesin 600mg+pseudoEphedrine 120mg / tab
AlmafenS.R 600,guaifenesin 600mg / tab
Almaflox 10,cyclobenzaprine 10mg / c-tab
Almafung 10,clotrimazole 10mg / loz
Almaid 25,doxylamine 25mg / tab
Almapiridol 350,carisoprodol 350mg / tab
Almaprazol 20,esomeprazole 20mg / cap
Almaprazol 40,esomeprazole 40mg / cap
Almapril 10,fosinopril 10mg / tab
Almapril 20,fosinopril 20mg / tab
Almapril 40,fosinopril 40mg / tab
AlmaprilD 10,fosinopril 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg / tab
AlmaprilD 20,fosinopril 20mg+H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg / tab
AlmastanD 150,H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+irbesartan 150mg / tab
AlmastanD 300,H.C.T.Z. ( HydroChloroThiaZide ) 12.5mg+irbesartan 300mg / tab
Almastatin 20,fluvastatin 20mg / cap
Almastatin 40,fluvastatin 40mg / cap
Clemastine 0.5,clemastine 0.5mg / 5ml
Clemastine 1,clemastine 1mg / tab
Clemastine 1,clemastine 1mg / tab
Diloxazol,diloxanide 250mg+metronidazole 200mg / tab
Infadine 100,rimantadine 100mg / tab
Katazona 15,pioglitazone 15mg / tab
Katazona 30,pioglitazone 30mg / tab
Katazona 45,pioglitazone 45mg / tab
Lopedium,loperamide 2mg+simethicone 125mg / chew-tab
Loperazine 10,prochlorperazine 10mg / c-tab
Loperazine 5,prochlorperazine 5mg / c-tab
Meloxicam 15,meloxicam 15mg / tab
Meloxicam 7.5,meloxicam 7.5mg / tab
Orgafer 100,ferrousPolysuccharin 345mg / 5ml
Orgafer 150,ferrousPolysuccharin 520mg / cap
Orgafer 150,ferrousPolysuccharin 520mg / cap
Orgafer plus,ferrousPolysuccharin 520mg+folicAcid 1mg+vitaminB12 0.025mg / cap
Orgafer plus,ferrousPolysuccharin 345mg+folicAcid 1mg+vitaminB12 0.025mg / 5ml
Pasforone 100,furazolidone 100mg / tab
Polypain,caffeine 32mg+carisoprodol 200mg+paraCetamol 160mg / tab
8BCVitaForte,biotin 0.1mg+calcium 50mg+folicAcid 1.5mg+vitaminB1 10mg+vitaminB2 10mg+vitaminB6 3mg+vitaminB12 0.015mg+vitaminC 150mg / cap
AdrinaCough,dextroMethorphan 10mg+pseudoEphedrine 30mg+triprolidine 1.25mg / 5ml
AdrinaDecongestant,pseudoEphedrine 30mg+triprolidine 1.25mg / 5ml
AdrinaExpectorant,guaifenesin 100mg+pseudoEphedrine 30mg+triprolidine 1.25mg / 5ml
Alebone 35,alendronateSodium 45.68mg / tab
Alebone 35,alendronateSodium 45.68mg / tab
Alebone 70,alendronateSodium 91.37mg / tab
Alebone 70,alendronateSodium 91.37mg / tab
Alfuzocine 2.5,alfuzocine 2.5mg / c-tab
Alfuzocine 2.5,alfuzocine 2.5mg / c-tab
Allergitine 2.5,desloratadine 2.5mg / 5ml
Allergitine 5,desloratadine 5mg / c-tab
"Amoksiklav 1,000",amoxicillin 875mg+clavulanicAcid 125mg / c-tab
"Amoksiklav 1,000",amoxicillin 875mg+clavulanicAcid 125mg / c-tab
"Amoksiklav 1,000",amoxicillin 875mg+clavulanicAcid 125mg / c-tab
Amoksiklav 112.5,amoxicillin 100mg+clavulanicAcid 12.5mg / 5ml
Amoksiklav 156,amoxicillin 125mg+clavulanicAcid 31mg / 5ml
Amoksiklav 156,amoxicillin 125mg+clavulanicAcid 31mg / 5ml
Amoksiklav 228,amoxicillin 200mg+clavulanicAcid 28.5mg / 5ml
Amoksiklav 228,amoxicillin 200mg+clavulanicAcid 28.5mg / 5ml
Amoksiklav 312,amoxicillin 250mg+clavulanicAcid 62.5mg / 5ml
Amoksiklav 312,amoxicillin 250mg+clavulanicAcid 62.5mg / 5ml
Amoksiklav 375,amoxicillin 250mg+clavulanicAcid 125mg / c-tab
Amoksiklav 457,amoxicillin 400mg+clavulanicAcid 57mg / 5ml
Amoksiklav 562.5,amoxicillin 500mg+clavulanicAcid 62.5mg / 5ml
Amoksiklav 625,amoxicillin 500mg+clavulanicAcid 125mg / c-tab
Amoksiklav 625,amoxicillin 500mg+clavulanicAcid 125mg / c-tab
Amoxicillin 125,amoxicillin 125mg / 5ml
Amoxicillin 250,amoxicillin 250mg / cap
Amoxicillin 250,amoxicillin 250mg / 5ml
Amoxicillin 250,amoxicillin 250mg / 5ml
Amoxicillin 500,amoxicillin 500mg / cap
Ampicillin 125,ampicillin 125mg / 5ml
Ampicillin 250,ampicillin 250mg / cap
Ampicillin 250,ampicillin 250mg / 5ml
Ampicillin 500,ampicillin 500mg / cap
Antispa 40,drotaverine 40mg / tab
Antispa 80,drotaverine 80mg / tab
Arthromide 20,leflunamide 20mg / c-tab
Aspirin 162,aspirin 162mg / c-tab
Aspirin 81,aspirin 81mg / c-tab
Aspirin 81,aspirin 81mg / c-tab
AspriVitC,aspirin 325mg+vitaminC 500mg / efferv-tab
Atorvastatin 10,atorvastatin 10mg / c-tab
Atorvastatin 10,atorvastatin 10mg / c-tab
Atorvastatin 10,atorvastatin 10mg / c-tab
Atorvastatin 20,atorvastatin 20mg / c-tab
Atorvastatin 20,atorvastatin 20mg / c-tab
Atorvastatin 20,atorvastatin 20mg / c-tab
Atorvastatin 40,atorvastatin 40mg / c-tab
Atorvastatin 40,atorvastatin 40mg / c-tab
Atorvastatin 40,atorvastatin 40mg / c-tab
Azithromycin 100,azithromycin 100mg / 5ml
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 250,azithromycin 250mg / cap
Azithromycin 250,azithromycin 250mg / cap
